objectid,title,volume,date,subjects,description,publisher,quote,sponsor,language,type,format,rights,rightsstatement,page_url,filename_old,archive_link,image_spine,highlight_images,filename,display_template,object_location,image_thumb,image_small
uidaho_gem_1914,Gem of the Mountains 1914,Volume 11,1914,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""Marvin E. Mulkey, B.S. (Mech.) ... A bad one to trust with another's girl during Xmas vacation. "" (pdf page 42)",,eng,Text,application/pdf,Public domain in US,http://rightsstatements.org/vocab/NoC-US/1.0/,https://www.lib.uidaho.edu/digital/gem/1914/,1914/Gem1914.pdf,https://archive.org/details/uidaho_gem_1914,https://objects.lib.uidaho.edu/gem/spines/1914.jpg,gem-1914-highlight1.jpg;gem-1914-highlight2.jpg;gem-1914-highlight3.jpg;gem-1914-highlight4.jpg;gem-1914-highlight6.jpg;gem-1914-highlight5.jpg,uidaho_gem_1914.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1914.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1914_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1914_sm.jpg
uidaho_gem_1915,Gem of the Mountains 1915,Volume 12,1915,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""Harry Soulen and Carl Lewis are publishing a book on 'How to Lift 300 pound Pigs over a fence when there is a gate near by.'"" (pdf page 239)",,eng,Text,application/pdf,Public domain in US,http://rightsstatements.org/vocab/NoC-US/1.0/,https://www.lib.uidaho.edu/digital/gem/1915/,1915/Gem1915.pdf,https://archive.org/details/uidaho_gem_1915,https://objects.lib.uidaho.edu/gem/spines/1915.jpg,gem-1915-highlight1.jpg;gem-1915-highlight2.jpg;gem-1915-highlight3.jpg;gem-1915-highlight4.jpg;gem-1915-highlight5.jpg,uidaho_gem_1915.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1915.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1915_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1915_sm.jpg
uidaho_gem_1916,Gem of the Mountains 1916,Volume 13,1916,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""I was not used to flat country, and altho beautiful, I was often lonesome."" (pdf page 221)",,eng,Text,application/pdf,Public domain in US,http://rightsstatements.org/vocab/NoC-US/1.0/,https://www.lib.uidaho.edu/digital/gem/1916/,1916/Gem1916.pdf,https://archive.org/details/uidaho_gem_1916,https://objects.lib.uidaho.edu/gem/spines/1916.jpg,gem-1916-highlight1.jpg;gem-1916-highlight2.jpg;gem-1916-highlight3.jpg;gem-1916-highlight4.jpg;gem-1916-highlight5.jpg,uidaho_gem_1916.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1916.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1916_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1916_sm.jpg
uidaho_gem_1917,Gem of the Mountains 1917,Volume 14,1917,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""Since his first Freshman year Sam doesn't seem to recognize the advantages of a coeducational institution. "" (pdf page 93)",,eng,Text,application/pdf,Public domain in US,http://rightsstatements.org/vocab/NoC-US/1.0/,https://www.lib.uidaho.edu/digital/gem/1917/,1917/Gem1917.pdf,https://archive.org/details/uidaho_gem_1917,https://objects.lib.uidaho.edu/gem/spines/1917.jpg,gem-1917-highlight1.jpg;gem-1917-highlight2.jpg;gem-1917-highlight3.jpg;gem-1917-highlight4.jpg;gem-1917-highlight5.jpg,uidaho_gem_1917.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1917.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1917_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1917_sm.jpg
uidaho_gem_1918,Gem of the Mountains 1918,Volume 15,1918,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,What! No Soap? Customer (excitedly): Look here! You gave me strychnine for quinine this morning! Druggist: That so? Then you still owe me twenty-five cents. (pdf page 224),,eng,Text,application/pdf,Public domain in US,http://rightsstatements.org/vocab/NoC-US/1.0/,https://www.lib.uidaho.edu/digital/gem/1918/,1918/Gem1918.pdf,https://archive.org/details/uidaho_gem_1918,https://objects.lib.uidaho.edu/gem/spines/1918.jpg,gem-1918-highlight1.jpg;gem-1918-highlight2.jpg;gem-1918-highlight3.jpg;gem-1918-highlight4.jpg;gem-1918-highlight5.jpg,uidaho_gem_1918.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1918.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1918_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1918_sm.jpg
uidaho_gem_1919,Gem of the Mountains 1919,Volume 16,1919,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,New Books for Outside Reading: A Short Treatise on 'Taking the Joy Out of Life'. - By the Chem Profs. (pdf page 232),,eng,Text,application/pdf,Public domain in US,http://rightsstatements.org/vocab/NoC-US/1.0/,https://www.lib.uidaho.edu/digital/gem/1919/,1919/Gem1919.pdf,https://archive.org/details/uidaho_gem_1919,https://objects.lib.uidaho.edu/gem/spines/1919.jpg,gem-1919-highlight1.jpg;gem-1919-highlight2.jpg;gem-1919-highlight3.jpg;gem-1919-highlight4.jpg;gem-1919-highlight5.jpg,uidaho_gem_1919.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1919.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1919_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1919_sm.jpg
uidaho_gem_1920,Gem of the Mountains 1920,Volume 17,1920,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""For the first time since the [School of Practical Agriculture and Household Arts] was established, there is no graduating class this year, practically all the members of the Senior class having enlisted. "" (pdf page 72)",Eric G. Anderson,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1920/,1920/Gem1920.pdf,https://archive.org/details/uidaho_gem_1920,https://objects.lib.uidaho.edu/gem/spines/1920.jpg,gem-1920-highlight1.jpg;gem-1920-highlight2.jpg;gem-1920-highlight3.jpg;gem-1920-highlight4.jpg;gem-1920-highlight5.jpg,uidaho_gem_1920.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1920.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1920_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1920_sm.jpg
uidaho_gem_1921,Gem of the Mountains 1921,Volume 18,1921,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""Dean Angell (making a demonstration of air pump to the class): 'You will notice that this is turned by a crank.' And he wondered why the class laughed."" (pdf page 263)",,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1921/,1921/Gem1921.pdf,https://archive.org/details/uidaho_gem_1921,https://objects.lib.uidaho.edu/gem/spines/1921.jpg,gem-1921-highlight1.jpg;gem-1921-highlight2.jpg;gem-1921-highlight3.jpg;gem-1921-highlight4.jpg;gem-1921-highlight5.jpg,uidaho_gem_1921.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1921.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1921_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1921_sm.jpg
uidaho_gem_1922,Gem of the Mountains 1922,Volume 19,1922,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""For two days the Frosh have the honor and privilege of collecting a great pile of rubbish to be burned as incense to the great god PIGSKIN. The same Frsoh jealously guard the pile to prevent any Pullmanite with incendiary proclivities from igniting the pile too early..."" (pdf page 14)",Carl W. Berryman,eng,Text,application/pdf,Public domain in US,http://rightsstatements.org/vocab/NoC-US/1.0/,https://www.lib.uidaho.edu/digital/gem/1922/,1922/Gem1922.pdf,https://archive.org/details/uidaho_gem_1922,https://objects.lib.uidaho.edu/gem/spines/1922.jpg,gem-1922-highlight1.jpg;gem-1922-highlight2.jpg;gem-1922-highlight3.jpg;gem-1922-highlight4.jpg;gem-1922-highlight5.jpg,uidaho_gem_1922.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1922.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1922_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1922_sm.jpg
uidaho_gem_1923,Gem of the Mountains 1923,Volume 20,1923,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""Thousands of requests have been received for a special bulletin on Hades. The readers believed evidently that the society would have to descend to that place to get the information."" (pdf page 242)",,eng,Text,application/pdf,Public domain in US,http://rightsstatements.org/vocab/NoC-US/1.0/,https://www.lib.uidaho.edu/digital/gem/1923/,1923/Gem1923.pdf,https://archive.org/details/uidaho_gem_1923,https://objects.lib.uidaho.edu/gem/spines/1923.jpg,gem-1923-highlight1.jpg;gem-1923-highlight2.jpg;gem-1923-highlight3.jpg;gem-1923-highlight4.jpg;gem-1923-highlight5.jpg,uidaho_gem_1923.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1923.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1923_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1923_sm.jpg
uidaho_gem_1924,Gem of the Mountains 1924,Volume 21,1924,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""Believe it or Not: Joseph A Cogan - U. of I. B.A. Studied 46 consecutive hours 48 min. 12 sec. without food or water. Jan 21, 1924."" (pdf page 328)",,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1924/,1924/Gem1924.pdf,https://archive.org/details/uidaho_gem_1924,https://objects.lib.uidaho.edu/gem/spines/1924.jpg,gem-1924-highlight1.jpg;gem-1924-highlight2.jpg;gem-1924-highlight3.jpg;gem-1924-highlight4.jpg;gem-1924-highlight5.jpg,uidaho_gem_1924.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1924.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1924_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1924_sm.jpg
uidaho_gem_1925,Gem of the Mountains 1925,Volume 22,1925,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""Prof: 'I venture to assert there isn't a man in this class who has ever done anything to prevent the destruction of our vast forests.' Spike: 'I've shot woodpeckers.'"" (pdf page 406)",,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1925/,1925/gem1925.pdf,https://archive.org/details/uidaho_gem_1925,https://objects.lib.uidaho.edu/gem/spines/1925.jpg,gem-1925-highlight1.jpg;gem-1925-highlight2.jpg;gem-1925-highlight3.jpg;gem-1925-highlight4.jpg;gem-1925-highlight5.jpg,uidaho_gem_1925.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1925.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1925_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1925_sm.jpg
uidaho_gem_1926,Gem of the Mountains 1926,Volume 23,1926,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""Coach MacMillan has made Idaho a nationally known insitution in the basketball world. ... His famous ""man for man"" defense is now being used in practically all Idaho high schools, and in several of the colleges of the west."" (pdf page 126)",Rhea (Soffe) Lau,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1926/,1926/Gem1926.pdf,https://archive.org/details/uidaho_gem_1926,https://objects.lib.uidaho.edu/gem/spines/1926.jpg,gem-1926-highlight1.jpg;gem-1926-highlight2.jpg;gem-1926-highlight3.jpg;gem-1926-highlight4.jpg;gem-1926-highlight5.jpg,uidaho_gem_1926.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1926.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1926_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1926_sm.jpg
uidaho_gem_1927,Gem of the Mountains 1927,Volume 24,1927,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""A look between the covers of our early annuals will carry us back to the Idaho of not so long ago, and reveal to us the life and times of Idaho of Yesterday."" (pdf page 46)",,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1927/,1927/gem1927.pdf,https://archive.org/details/uidaho_gem_1927,https://objects.lib.uidaho.edu/gem/spines/1927.jpg,gem-1927-highlight1.jpg;gem-1927-highlight2.jpg;gem-1927-highlight3.jpg;gem-1927-highlight4.jpg;gem-1927-highlight5.jpg,uidaho_gem_1927.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1927.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1927_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1927_sm.jpg
uidaho_gem_1928,Gem of the Mountains 1928,Volume 25,1928,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"E-dah-hoe, the Light upon the Mountains! A high and troubled vision in the west, To all men different yet to all the same. (pdf page 4)",,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1928/,1928/Gem1928.pdf,https://archive.org/details/uidaho_gem_1928,https://objects.lib.uidaho.edu/gem/spines/1928.jpg,gem-1928-highlight1.jpg;gem-1928-highlight2.jpg;gem-1928-highlight3.jpg;gem-1928-highlight4.jpg;gem-1928-highlight5.jpg,uidaho_gem_1928.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1928.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1928_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1928_sm.jpg
uidaho_gem_1929,Gem of the Mountains 1929,Volume 26,1929,University of Idaho; yearbooks,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,University of Idaho,"""October 27 was the date upon which the men found themselves for the first time dateless, unheeded, and unneeded."" (pdf page 291)",,eng,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://www.lib.uidaho.edu/digital/gem/1929/,1929/gem1929.pdf,https://archive.org/details/uidaho_gem_1929,https://objects.lib.uidaho.edu/gem/spines/1929.jpg,gem-1929-highlight1.jpg;gem-1929-highlight2.jpg;gem-1929-highlight3.jpg;gem-1929-highlight4.jpg;gem-1929-highlight5.jpg,uidaho_gem_1929.pdf,yearbook,https://objects.lib.uidaho.edu/gem/uidaho_gem_1929.pdf,https://objects.lib.uidaho.edu/gem/thumbs/uidaho_gem_1929_th.jpg,https://objects.lib.uidaho.edu/gem/small/uidaho_gem_1929_sm.jpg
